,메뉴이름,계란류,우유,메밀,땅콩,대두,밀,고등어,게,새우,돼지고기,복숭아,토마토,아황산류,호두,닭고기,쇠고기,오징어,조개류,잣,열량
1134,콩자반,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,119.22kcal
1135,귤주스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
1136,마카롱,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1137,참돔탕수,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,315.82kcal
1138,바다장어순살강정,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,429.58kcal
1139,핫바,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,252kcal
1140,식탁비치용 양념,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,39.97kcal
1141,돼지갈비김치찜,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,427.62kcal
1142,저염쌈장,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,131.12kcal
1143,전복영양밥&달래양념장,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,441.74kcal
1144,얼갈이된장국,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,49.33kcal
1145,오징어채버터볶음,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,121.47kcal
1146,멸치무침,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,151.69kcal
1147,민물장어튀김,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,427.11kcal
1148,새우살야채튀김,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,424.57kcal
1149,오리훈제부추무침,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,256.8kcal
1150,마늘종볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,125.31kcal
1151,연두부,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,89.47kcal
1152,꽃게된장찌개,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,61.28kcal
1153,기타 양념,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116kcal
1154,오징어초고추장무침,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,133.96kcal
1155,냉이조갯살된장국,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,71.96kcal
1156,찐고구마,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.93kcal
1157,굴미역국,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.41kcal
1158,굴순두부찌개,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,129.89kcal
1159,쇠고기달래된장찌개,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,72.01kcal
1160,꽁치튀김케찹소스,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,352.31kcal
1161,멸치깻잎조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25.78kcal
1162,얼큰떡만둣국,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,568.19kcal
1163,새송이쇠고기볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,110.25kcal
1164,연두부샐러드,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,90.5kcal
1165,소시지콩나물찜,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,279.82kcal
1166,치킨텐더샐러드,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,361.99kcal
1167,호박잎/양념장,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41.72kcal
1168,생선묵잡채,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,186.9kcal
1169,두부돈육김치볶음,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,223.48kcal
1170,미나리오징어무침,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,80.19kcal
1171,도라지튀김,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,362.63kcal
1172,오징어제육덮밥,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,752.9kcal
1173,연근소불고기,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,270.2kcal
1174,우유계란찜,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.5kcal
1175,상추샐러드,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41.77kcal
1176,햄김치볶음,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,121.01kcal
1177,파불고기,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,308.3kcal
1178,만두튀김vs만두강정,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,623.63kcal
1179,양파커리핫도그,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,745.5kcal
1180,두부계란국,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.86kcal
1181,연근매운조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33.39kcal
1182,황태국,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.99kcal
1183,양파고추장아찌,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38.3kcal
1184,미나리문어초무침,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,84.47kcal
1185,돼지고기두부조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,280kcal
1186,우엉간장떡볶이,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,263.36kcal
1187,짬뽕덮밥,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,590.17kcal
1188,근대쇠고기된장국,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,50.01kcal
1189,햄소시지구이,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,184.88kcal
1190,고추장감자조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,112.76kcal
1191,프리타타,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,179kcal
1192,맛살피망볶음,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,125.65kcal
1193,더덕강정,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,371.25kcal
1194,돈가스정식,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,627kcal
1195,전투식량,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0kcal
1196,고등어마늘튀김,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,449.1kcal
1197,쌀핫도그,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,773.53kcal
1198,우엉돼지불고기,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,441.84kcal
1199,연근조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,73.22kcal
1200,북어채도라지볶음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.62kcal
1201,깐풍새우,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,403.43kcal
1202,두부샐러드드레싱,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,97.27kcal
1203,명태조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,87.29kcal
1204,콩나물게맛살냉채,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.18kcal
1205,게맛살계란국,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,81.07kcal
1206,당면고추장찌개,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,263.29kcal
1207,치즈볼스테이크,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,184.37kcal
1208,짬뽕,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,564.38kcal
1209,홍합미역국,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.95kcal
1210,굴튀김,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,413.11kcal
1211,너비아니구이,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,240.45kcal
1212,건새우호박볶음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.41kcal
1213,패주해물탕,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,110.62kcal
1214,전복닭죽,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,448.46kcal
1215,오이냉국,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1kcal
1216,콩나물맛살무침,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.24kcal
1217,맑은된장국,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,59.14kcal
1218,물냉면vs비빔냉면,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,919.5kcal
1219,오징어청경채볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,111.42kcal
1220,게맛살무침,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.92kcal
1221,블루베리아몬드,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.36kcal
1222,마늘장아찌,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40.37kcal
1223,미나리초무침,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,75.64kcal
1224,햄구이,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,184.88kcal
1225,갑오징어미역초무침,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,91.29kcal
1226,민대구탕,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,82.49kcal
1227,오징어김치전,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,206.09kcal
1228,쭈삼불고기,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,287.17kcal
1229,연근야채볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,185.43kcal
1230,도라지사과무침,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80.98kcal
1231,돈까스치즈버거,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,993.83kcal
1232,콩나물밥&달래양념장 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,454.150
1233,쇠고기버섯들깨탕 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,97.460
1234,생선묵조림 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.990
1235,배추김치 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.500
1236,조갯살미역국 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12.950
1237,김치찌개 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,160.860
1238,순두부국 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,78.610
1239,햄슬라이스야채볶음 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,224.440
1240,돼지고기가지볶음 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,346.960
1241,오이부추무침 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.320
1242,깍두기 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.100
1243,호박볶음 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,103.620
1244,중화식잡채 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,189.570
1245,양파간장절임 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.910
1246,아욱고추장찌개 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,80.650
1247,돈육표고장조림 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,302.590
1248,갈릭새우살버터볶음 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.380
1249,무생채 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.640
1250,감자매운조림 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.590
1251,백김치 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.800
1252,햄야채덮밥 ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,680.350
1253,고추참치마파두부 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.740
1254,과일샐러드 ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,96.200
1255,꼬리곰탕 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575.640
1256,게맛살볶음 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.030
1257,닭순살양배추볶음 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,330.490
1258,두부강정 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461.040
1259,깻잎조림 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.250
1260,오이풋고추&쌈장 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.470
1261,찰보리비빔밥 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,570.980
1262,들깨미역국 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28.760
1263,비엔나소시지떡볶음 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,380.570
1264,떡만둣국 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,570.460
1265,돼지갈비찜 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,575.300
1266,무국 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.470
1267,닭순살피망볶음 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,471.550
1268,김치덮밥 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,662.400
1269,시금치국 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.320
1270,버섯야채볶음 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.870
1271,갓김치 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.800
1272,마파두부 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,197.850
1273,닭볶음탕 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,284.150
1274,감자풋고추볶음 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.870
1275,황태찜 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214.920
1276,미트볼데리야끼조림 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,283.150
1277,무두부조개탕 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,68.080
1278,소시지케찹볶음 ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,328.150
1279,갈비맛치킨 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,605.440
1280,연근조림 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.960
1281,꽃게탕 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.870
1282,매콤새송이버섯볶음 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.760
1283,잡채 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,198.390
1284,얼갈이배추된장무침 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.950
1285,참치야채비빔밥 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,599.820
1286,오이무침 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.080
1287,생선묵,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.990
1288,삼겹살고추장볶음 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,618.900
1289,김장김치 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.500
1290,고구마샐러드 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.040
1291,카레밥 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,613.800
1292,순두부짬뽕찌개 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,105.480
1293,강된장찌개 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.210
1294,생선묵김치찌개 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.360
1295,버섯매운탕 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,73.870
1296,꽁치무조림 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.300
1297,청국장 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,90.600
1298,돈육굴소스양배추볶음 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,332.250
1299,브로콜리&초고추장 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.820
1300,돼지고기육개장 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,131.610
1301,가지굴소스쇠고기볶음 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,123.970
1302,오징어삼겹볶음 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,562.660
1303,콩나물매운잡채 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,260.620
1304,오징어채버터볶음 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,138.350
1305,멸치고추장볶음 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.110
1306,쇠고기야채덮밥 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,596.090
1307,삼치순살튀김 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466.140
1308,돼지고기청경채볶음 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,359.080
1309,꽈리고추조림 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.620
1310,주꾸미미나리초무침 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.110
1311,닭고기야채조림 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,297.220
1312,시금치고추장무침 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.020
1313,비엔나소시지야채볶음 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,285.910
1314,깻잎쇠고기볶음 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,136.170
1315,불닭덮밥 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,952.750
1316,고등어순살카레튀김 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476.040
1317,명태순살조림 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.990
1318,팝콘치킨 ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,645.850
1319,아귀탕 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.450
1320,미더덕된장찌개 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.530
1321,굴국 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,34.090
1322,치킨너겟강정 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,665.960
1323,가지굴소스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,142.280
1324,주꾸미삼겹볶음 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,370.450
1325,오이풋고추된장무침 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.840
1326,오이피클,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.800
1327,미트볼튀김 ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,490.050
1328,가지굴소스볶음 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.150
1329,만두탕수 ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,614.140
1330,햄치즈,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1301.470
1331,낙지볶음 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.200
1332,명태무찌개 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.670
1333,낙지연포탕 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.890
1334,오징어실채케찹볶음 ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,154.730
1335,꼬꼬떡만둣국 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,632.710
1336,쇠고기가지볶음 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,166.520
1337,장어순살강정 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,617.980
1338,시래기된장국 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,106.600
1339,갑오징어가지굴소스볶음 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,111.970
1340,육우갈비탕 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456.810
1341,초코우유 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.000
1342,해물나시고랭,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,571.650
1343,쇠고기곰탕 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,175.140
1344,홍합탕 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.810
1345,해물소스비빔밥 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618.470
1346,해물짬뽕찌개 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,136.410
1347,피조갯살야채볶음 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.460
1348,돼지고기수육 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.960
1349,얼큰떡만둣국 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,575.800
1350,소시지칠리볶음 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,290.730
1351,양파핫도그 ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,798.880
1352,딸기우유 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.000
1353,삶은계란 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.310
1354,바나나우유 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167.000
1355,팝콘형치킨 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,644.610
1356,육고기소스비빔밥 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,647.650
1357,열무된장무침 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.060
1358,쇠고기시래기된장국 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,68.130
1359,갈리새우살버터볶음 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.170
1360,갑오징어야채볶음 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,177.580
1361,패주삼겹살볶음 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,494.410
1362,콩나물냉채 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.800
1363,미트볼매콤볶음 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,499.560
1364,우거지꼬리곰탕 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587.630
1365,모듬쌈 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.470
1366,한우곰탕 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,162.200
1367,두부두반장조림 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202.730
1368,방어순살튀김 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437.940
1369,백색우유,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,* 122.00
1370,게맛살볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,* 150.51
1371,오렌지주스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,* 96.00
1372,포도주스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,* 84.51
1373,떠먹는발효유,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,* 96.00
1374,브로콜리&초고추장,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,* 54.88
1375,오징어무국,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,* 49.39
1376,매콤새송이버섯볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,* 123.19
1377,견과류셋,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,* 136.30
1378,콘형빙과,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,* 270.00
1379,과일야채샐러드,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,* 150.78
1380,팝콘형치킨,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,* 671.46
1381,짜먹는발효유,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,* 38.40
1382,샌드형빙과,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,* 252.00
